0.00E+00							0.00E+00
5.00E+00							-0.00E+00
1.10E+01							-0.00E+00
1.70E+01							-0.00E+00
2.30E+01							-0.00E+00
2.80E+01							-0.00E+00
3.40E+01							-0.00E+00
3.90E+01							-0.00E+00
4.50E+01							-0.00E+00
5.10E+01							-0.00E+00
5.60E+01							-0.00E+00
6.20E+01							-0.00E+00
6.80E+01							-0.00E+00
7.30E+01							-0.00E+00
7.90E+01							-0.00E+00
8.50E+01							-0.00E+00
9.00E+01							-0.00E+00
9.70E+01							-0.00E+00
1.03E+02							-0.00E+00
1.08E+02							-0.00E+00
1.14E+02							-0.00E+00
1.19E+02							-0.00E+00
1.24E+02							-0.00E+00
1.30E+02							-0.00E+00
1.35E+02							-3.20E-06
1.42E+02							-2.57E-06
1.48E+02							-2.67E-06
1.53E+02							-2.20E-06
1.58E+02							-3.40E-06
1.63E+02							-3.20E-06
1.68E+02							-3.40E-06
1.74E+02							-2.33E-06
2.03E+02							-6.21E-07
2.09E+02							-2.67E-06
2.15E+02							-2.67E-06
2.23E+02							-1.75E-06
2.28E+02							-4.20E-06
2.33E+02							-2.80E-06
2.38E+02							-2.80E-06
2.47E+02							-1.67E-06
2.52E+02							-4.40E-06
2.58E+02							-2.33E-06
2.66E+02							-2.37E-06
2.72E+02							-4.17E-06
2.78E+02							-3.17E-06
3.00E+02							-6.36E-07
3.05E+02							-3.20E-06
3.10E+02							-2.80E-06
3.16E+02							-2.33E-06
3.21E+02							-3.00E-06
3.26E+02							-2.40E-06
3.31E+02							-2.60E-06
3.37E+02							-2.50E-06
3.42E+02							-2.60E-06
3.47E+02							-2.80E-06
3.52E+02							-2.80E-06
3.58E+02							-2.17E-06
3.63E+02							-3.00E-06
3.68E+02							-3.20E-06
3.74E+02							-2.50E-06
3.80E+02							-2.67E-06
3.85E+02							-2.80E-06
3.90E+02							-3.00E-06
3.96E+02							-2.50E-06
4.01E+02							-3.40E-06
4.07E+02							-2.33E-06
4.13E+02							-2.83E-06
4.18E+02							-3.00E-06
4.24E+02							-2.50E-06
4.29E+02							-2.80E-06
4.34E+02							-2.80E-06
4.40E+02							-3.17E-06
4.45E+02							-3.00E-06
4.51E+02							-2.17E-06
4.56E+02							-4.20E-06
4.61E+02							-3.00E-06
4.67E+02							-2.67E-06
4.72E+02							-3.40E-06
4.77E+02							-3.80E-06
4.82E+02							-3.20E-06
4.88E+02							-2.67E-06
4.93E+02							-3.20E-06
4.98E+02							-4.00E-06
5.04E+02							-2.50E-06
5.09E+02							-4.20E-06
5.15E+02							-2.50E-06
5.20E+02							-3.00E-06
5.26E+02							-3.33E-06
5.31E+02							-3.00E-06
5.45E+02							-1.07E-06
5.52E+02							-6.71E-06
5.58E+02							-3.50E-06
5.63E+02							-4.40E-06
5.69E+02							-3.00E-06
5.74E+02							-4.20E-06
5.79E+02							-3.20E-06
5.84E+02							-3.00E-06
5.89E+02							-4.00E-06
5.95E+02							-2.50E-06
6.02E+02							-3.14E-06
6.10E+02							-2.00E-06
6.15E+02							-5.00E-06
6.20E+02							-2.80E-06
6.25E+02							-3.40E-06
6.31E+02							-2.50E-06
6.37E+02							-3.17E-06
6.42E+02							-4.00E-06
6.51E+02							-1.67E-06
6.57E+02							-4.33E-06
6.62E+02							-3.20E-06
6.69E+02							-2.57E-06
6.75E+02							-3.67E-06
6.80E+02							-3.80E-06
6.85E+02							-3.60E-06
6.90E+02							-3.00E-06
6.96E+02							-2.67E-06
7.01E+02							-4.20E-06
7.06E+02							-3.60E-06
7.11E+02							-3.20E-06
7.17E+02							-2.83E-06
7.26E+02							-2.33E-06
7.31E+02							-6.40E-06
7.37E+02							-4.00E-06
7.42E+02							-4.00E-06
7.50E+02							-2.50E-06
7.55E+02							-5.00E-06
7.60E+02							-4.60E-06
7.66E+02							-3.17E-06
7.71E+02							-3.80E-06
7.76E+02							-3.80E-06
7.84E+02							-2.75E-06
7.89E+02							-4.40E-06
7.94E+02							-3.80E-06
8.00E+02							-2.83E-06
8.05E+02							-4.20E-06
8.11E+02							-4.17E-06
8.16E+02							-3.40E-06
8.23E+02							-3.14E-06
8.28E+02							-5.20E-06
8.34E+02							-3.17E-06
8.39E+02							-4.40E-06
8.45E+02							-3.67E-06
8.50E+02							-3.60E-06
8.56E+02							-3.67E-06
8.62E+02							-2.83E-06
8.67E+02							-4.40E-06
8.72E+02							-4.00E-06
8.78E+02							-2.67E-06
8.83E+02							-3.40E-06
9.07E+02							-9.17E-07
9.12E+02							-4.80E-06
9.17E+02							-4.80E-06
9.22E+02							-5.00E-06
9.28E+02							-3.17E-06
9.34E+02							-3.83E-06
9.39E+02							-3.80E-06
9.44E+02							-4.80E-06
9.50E+02							-3.00E-06
9.55E+02							-4.80E-06
9.72E+02							-1.47E-06
9.77E+02							-5.20E-06
9.82E+02							-5.00E-06
9.87E+02							-3.60E-06
9.96E+02							-3.00E-06
1.01E+03							-3.27E-06
