0.00E+00							0.00E+00
5.00E+00							-0.00E+00
1.10E+01							-0.00E+00
1.60E+01							-0.00E+00
2.20E+01							-0.00E+00
2.70E+01							-0.00E+00
3.20E+01							-0.00E+00
3.80E+01							-0.00E+00
4.30E+01							-0.00E+00
4.80E+01							-0.00E+00
5.40E+01							-0.00E+00
6.00E+01							-0.00E+00
6.50E+01							-0.00E+00
7.00E+01							-0.00E+00
7.50E+01							-0.00E+00
8.10E+01							-0.00E+00
8.70E+01							-0.00E+00
9.20E+01							-0.00E+00
9.70E+01							-0.00E+00
1.02E+02							-0.00E+00
1.07E+02							-1.60E-06
1.15E+02							-7.37E-06
1.22E+02							-1.26E-05
1.28E+02							-1.23E-05
1.33E+02							-1.58E-05
1.39E+02							-1.15E-05
1.44E+02							-1.02E-05
1.49E+02							-1.28E-05
1.54E+02							-1.38E-05
1.59E+02							-1.32E-05
1.65E+02							-1.08E-05
1.70E+02							-1.50E-05
1.75E+02							-1.46E-05
1.81E+02							-1.20E-05
1.86E+02							-1.44E-05
1.91E+02							-1.74E-05
1.96E+02							-1.20E-05
2.02E+02							-1.30E-05
2.07E+02							-1.90E-05
2.13E+02							-1.22E-05
2.18E+02							-1.60E-05
2.23E+02							-1.52E-05
2.28E+02							-1.56E-05
2.34E+02							-1.23E-05
2.39E+02							-1.38E-05
2.44E+02							-1.40E-05
2.50E+02							-1.03E-05
2.55E+02							-1.88E-05
2.60E+02							-1.54E-05
2.65E+02							-1.26E-05
2.70E+02							-1.64E-05
2.76E+02							-1.33E-05
2.81E+02							-1.82E-05
2.86E+02							-1.60E-05
2.92E+02							-1.00E-05
2.97E+02							-1.64E-05
3.02E+02							-1.54E-05
3.07E+02							-1.58E-05
3.13E+02							-1.28E-05
3.18E+02							-1.64E-05
3.23E+02							-1.60E-05
3.28E+02							-1.60E-05
3.34E+02							-1.30E-05
3.39E+02							-2.00E-05
3.45E+02							-1.37E-05
3.50E+02							-1.58E-05
3.55E+02							-1.58E-05
3.60E+02							-1.62E-05
3.66E+02							-1.32E-05
3.71E+02							-1.72E-05
3.76E+02							-1.22E-05
3.82E+02							-1.30E-05
3.87E+02							-1.96E-05
3.92E+02							-1.62E-05
3.97E+02							-1.56E-05
4.02E+02							-1.56E-05
4.08E+02							-1.35E-05
4.13E+02							-1.24E-05
4.18E+02							-1.88E-05
4.24E+02							-1.27E-05
4.29E+02							-1.60E-05
4.35E+02							-1.30E-05
4.40E+02							-1.54E-05
4.45E+02							-1.60E-05
4.51E+02							-1.28E-05
4.57E+02							-1.32E-05
4.62E+02							-1.76E-05
4.69E+02							-1.13E-05
4.74E+02							-1.52E-05
4.80E+02							-1.07E-05
4.85E+02							-1.68E-05
4.90E+02							-1.60E-05
4.96E+02							-9.83E-06
5.02E+02							-1.32E-05
5.07E+02							-1.96E-05
5.12E+02							-1.52E-05
5.18E+02							-1.35E-05
5.24E+02							-1.65E-05
5.29E+02							-1.62E-05
5.34E+02							-1.60E-05
5.39E+02							-1.72E-05
5.45E+02							-1.30E-05
5.50E+02							-1.64E-05
5.56E+02							-1.33E-05
5.61E+02							-1.56E-05
5.66E+02							-1.54E-05
5.72E+02							-1.38E-05
5.77E+02							-1.74E-05
5.82E+02							-1.66E-05
5.88E+02							-1.30E-05
5.93E+02							-1.62E-05
5.98E+02							-1.62E-05
6.04E+02							-1.38E-05
6.09E+02							-1.66E-05
6.15E+02							-1.52E-05
6.21E+02							-1.38E-05
6.26E+02							-1.66E-05
6.31E+02							-1.54E-05
6.36E+02							-1.82E-05
6.43E+02							-1.17E-05
6.48E+02							-1.64E-05
6.53E+02							-1.64E-05
6.60E+02							-1.17E-05
6.65E+02							-1.64E-05
6.71E+02							-1.43E-05
6.76E+02							-1.76E-05
6.81E+02							-1.64E-05
6.87E+02							-1.28E-05
6.92E+02							-1.80E-05
6.97E+02							-1.68E-05
7.03E+02							-1.33E-05
7.08E+02							-1.58E-05
7.13E+02							-1.62E-05
7.19E+02							-1.32E-05
7.24E+02							-1.50E-05
7.29E+02							-1.96E-05
7.36E+02							-1.16E-05
7.41E+02							-1.46E-05
7.47E+02							-1.63E-05
7.53E+02							-1.33E-05
7.58E+02							-1.58E-05
7.63E+02							-1.54E-05
7.68E+02							-1.54E-05
7.74E+02							-1.32E-05
7.79E+02							-1.62E-05
7.85E+02							-1.42E-05
7.90E+02							-1.64E-05
7.96E+02							-1.48E-05
8.01E+02							-1.82E-05
8.06E+02							-1.58E-05
8.12E+02							-1.40E-05
8.17E+02							-1.64E-05
8.22E+02							-1.58E-05
8.28E+02							-1.38E-05
8.33E+02							-1.72E-05
8.39E+02							-1.52E-05
8.44E+02							-1.70E-05
8.49E+02							-1.62E-05
8.55E+02							-1.13E-05
8.60E+02							-2.02E-05
8.65E+02							-1.58E-05
8.71E+02							-1.28E-05
8.76E+02							-1.68E-05
8.82E+02							-1.38E-05
8.89E+02							-1.19E-05
